"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"negative regulation of systemic arterial blood pressure (GO:0003085)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of muscle contraction (GO:0006937)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"meiosis I (GO:0007127)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"cellular calcium ion homeostasis (GO:0006874)",NA,9330,22,8,122,0,0,0.0999802137941271,1,"","","","","","","",""
"positive regulation of interleukin-4 production (GO:0032753)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of microtubule-based process (GO:0032886)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"melanosome localization (GO:0032400)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"cardiac muscle contraction (GO:0060048)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"transcription from RNA polymerase II promoter (GO:0006366)",NA,9330,22,8,484,0,0,0.347093519023038,1,"","","","","","","",""
"G-protein coupled acetylcholine receptor signaling pathway (GO:0007213)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"negative regulation of DNA-dependent DNA replication (GO:2000104)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"cellular response to misfolded protein (GO:0071218)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"negative regulation of G0 to G1 transition (GO:0070317)",NA,9330,22,8,36,0,0,0.0304657761134934,1,"","","","","","","",""
"regulation of telomere maintenance via telomerase (GO:0032210)",NA,9330,22,8,50,0,0,0.0420923675734961,1,"","","","","","","",""
"positive regulation of signal transduction by p53 class mediator (GO:1901798)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"regulation of respiratory system process (GO:0044065)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"fucose catabolic process (GO:0019317)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"coenzyme A metabolic process (GO:0015936)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"glycosyl compound catabolic process (GO:1901658)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of epithelial cell apoptotic process (GO:1904036)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"regulation of histone acetylation (GO:0035065)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"substrate adhesion-dependent cell spreading (GO:0034446)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"peroxisomal transport (GO:0043574)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of male gonad development (GO:2000018)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"peptidyl-diphthamide metabolic process (GO:0017182)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"V(D)J recombination (GO:0033151)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"canonical Wnt signaling pathway (GO:0060070)",NA,9330,22,8,72,0,0,0.0601162955799488,1,"","","","","","","",""
"activation of signaling protein activity involved in unfolded protein response (GO:0006987)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of T cell cytokine production (GO:0002724)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"telomere maintenance via telomerase (GO:0007004)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"Rho protein signal transduction (GO:0007266)",NA,9330,22,8,71,0,0,0.0593035110555341,1,"","","","","","","",""
"cell cycle G1/S phase transition (GO:0044843)",NA,9330,22,8,91,0,0,0.075442890343938,1,"","","","","","","",""
"inositol phosphate-mediated signaling (GO:0048016)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of establishment of protein localization (GO:0070201)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)",NA,9330,22,8,71,0,0,0.0593035110555341,1,"","","","","","","",""
"phosphatidylinositol-mediated signaling (GO:0048015)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"cellular response to increased oxygen levels (GO:0036295)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"mitochondrial gene expression (GO:0140053)",NA,9330,22,8,44,0,0,0.0371245681044704,1,"","","","","","","",""
"homotypic cell-cell adhesion (GO:0034109)",NA,9330,22,8,37,0,0,0.0313003224650203,1,"","","","","","","",""
"chondroitin sulfate catabolic process (GO:0030207)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of norepinephrine secretion (GO:0014061)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of dendritic spine morphogenesis (GO:0061001)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"regulation of leukocyte degranulation (GO:0043300)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of gastrulation (GO:0010470)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"negative regulation of cell growth (GO:0030308)",NA,9330,22,8,114,0,0,0.0937031974087865,1,"","","","","","","",""
"glycosaminoglycan biosynthetic process (GO:0006024)",NA,9330,22,8,98,0,0,0.0810341479594712,1,"","","","","","","",""
"positive regulation of respiratory burst (GO:0060267)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"protein-DNA complex disassembly (GO:0032986)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"mitotic spindle assembly (GO:0090307)",NA,9330,22,8,45,0,0,0.0379540967987592,1,"","","","","","","",""
"cellular response to histamine (GO:0071420)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"glycerol metabolic process (GO:0006071)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"synaptic transmission, GABAergic (GO:0051932)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"ribosomal subunit export from nucleus (GO:0000054)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"ephrin receptor signaling pathway (GO:0048013)",NA,9330,22,8,81,0,0,0.0674037493629283,1,"","","","","","","",""
"microtubule cytoskeleton organization involved in mitosis (GO:1902850)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"rRNA methylation (GO:0031167)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"negative regulation of cAMP-dependent protein kinase activity (GO:2000480)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of transporter activity (GO:0032410)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"ganglioside biosynthetic process (GO:0001574)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"glucose import (GO:0046323)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of endothelial cell migration (GO:0010596)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"regulation of hydrolase activity (GO:0051336)",NA,9330,22,8,79,0,0,0.0657886021789658,1,"","","","","","","",""
"protein autoprocessing (GO:0016540)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"gland development (GO:0048732)",NA,9330,22,8,74,0,0,0.0617400213810656,1,"","","","","","","",""
"negative regulation of fat cell differentiation (GO:0045599)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"cGMP metabolic process (GO:0046068)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"carbohydrate phosphorylation (GO:0046835)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"B cell proliferation (GO:0042100)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"positive regulation of actin cytoskeleton reorganization (GO:2000251)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"telomere maintenance (GO:0000723)",NA,9330,22,8,50,0,0,0.0420923675734961,1,"","","","","","","",""
"protein complex subunit organization (GO:0071822)",NA,9330,22,8,44,0,0,0.0371245681044704,1,"","","","","","","",""
"pharyngeal arch artery morphogenesis (GO:0061626)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of epidermal cell differentiation (GO:0045605)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"cardiac muscle tissue morphogenesis (GO:0055008)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"positive regulation of collagen metabolic process (GO:0010714)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"receptor internalization (GO:0031623)",NA,9330,22,8,49,0,0,0.0412659617652988,1,"","","","","","","",""
"axonal transport (GO:0098930)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"positive regulation of NF-kappaB import into nucleus (GO:0042346)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"negative regulation of blood pressure (GO:0045776)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"mitotic spindle elongation (GO:0000022)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"retinal metabolic process (GO:0042574)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of interleukin-10 secretion (GO:2001179)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"lysosome organization (GO:0007040)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"regulation of viral entry into host cell (GO:0046596)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"regulation of cortisol biosynthetic process (GO:2000064)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of DNA-dependent DNA replication (GO:2000105)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"asymmetric protein localization (GO:0008105)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"tRNA wobble base modification (GO:0002097)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"respiratory tube development (GO:0030323)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"fatty acid beta-oxidation (GO:0006635)",NA,9330,22,8,49,0,0,0.0412659617652988,1,"","","","","","","",""
"regulation of response to oxidative stress (GO:1902882)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of synapse organization (GO:0050807)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of GTPase activity (GO:0043547)",NA,9330,22,8,191,0,0,0.152559892010687,1,"","","","","","","",""
"negative regulation of sodium ion transmembrane transporter activity (GO:2000650)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"mast cell degranulation (GO:0043303)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"SREBP signaling pathway (GO:0032933)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of neutrophil migration (GO:1902624)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"regulation of growth hormone secretion (GO:0060123)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"endoplasmic reticulum organization (GO:0007029)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"negative regulation of embryonic development (GO:0045992)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of bone remodeling (GO:0046851)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"cellular response to nitrogen compound (GO:1901699)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)",NA,9330,22,8,52,0,0,0.043743309493622,1,"","","","","","","",""
"filopodium assembly (GO:0046847)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"nucleobase-containing small molecule interconversion (GO:0015949)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"positive regulation of macrophage activation (GO:0043032)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"peptide hormone secretion (GO:0030072)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"microtubule depolymerization (GO:0007019)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"G2 DNA damage checkpoint (GO:0031572)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"negative regulation of dendritic cell apoptotic process (GO:2000669)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"mRNA 3'-end processing (GO:0031124)",NA,9330,22,8,73,0,0,0.0609284655556842,1,"","","","","","","",""
"regulation of B cell activation (GO:0050864)",NA,9330,22,8,94,0,0,0.0778427778321578,1,"","","","","","","",""
"cytosolic transport (GO:0016482)",NA,9330,22,8,117,0,0,0.0960615528797442,1,"","","","","","","",""
"organic substance transport (GO:0071702)",NA,9330,22,8,86,0,0,0.0714309322547765,1,"","","","","","","",""
"regulation of protein serine/threonine kinase activity (GO:0071900)",NA,9330,22,8,79,0,0,0.0657886021789658,1,"","","","","","","",""
"female gonad development (GO:0008585)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"pattern recognition receptor signaling pathway (GO:0002221)",NA,9330,22,8,47,0,0,0.0396112784361391,1,"","","","","","","",""
"cellular response to alkaloid (GO:0071312)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"long-term memory (GO:0007616)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"regulation of protein transport (GO:0051223)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"regulation of stem cell proliferation (GO:0072091)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"fusion of virus membrane with host plasma membrane (GO:0019064)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"purine ribonucleoside triphosphate biosynthetic process (GO:0009206)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"macrophage activation (GO:0042116)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"positive regulation of alpha-beta T cell proliferation (GO:0046641)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"cellular response to unfolded protein (GO:0034620)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"negative regulation of vascular permeability (GO:0043116)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of transcription from RNA polymerase I promoter (GO:0006356)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"regulation of programmed cell death (GO:0043067)",NA,9330,22,8,267,0,0,0.207344875195934,1,"","","","","","","",""
"vesicle cytoskeletal trafficking (GO:0099518)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"cellular response to bacterial lipopeptide (GO:0071221)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"cardiac muscle fiber development (GO:0048739)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"wound healing, spreading of epidermal cells (GO:0035313)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of fatty acid oxidation (GO:0046321)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of mitotic cell cycle (GO:0045931)",NA,9330,22,8,51,0,0,0.0429181500152434,1,"","","","","","","",""
