DrugBankID,Name,Source,Source_link,Groups,Therap_Class,Indication(s)
DB12453,Chlorine Dioxide,DrugBank,https://www.drugbank.ca/covid-19,investigational,Ions,
DB00879,Emtricitabine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anti-HIV Agents,"
Hepatitis B virus infection
Hepatitis virus infection
Human immunodeficiency virus infection
"
DB00300,Tenofovir disoproxil,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational","Antivirals for treatment of HIV infections, combinations",
DB11720,Angiotensin 1-7,DrugBank,https://www.drugbank.ca/covid-19,investigational,Hormones,
DB12580,Tradipitant,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB15656,AZD1222,DrugBank,https://www.drugbank.ca/covid-19,investigational,Experimental Unapproved Treatments for COVID-19,
DB00062,Albumin human,DrugBank,https://www.drugbank.ca/covid-19,approved,Albumins,
DB15654,mRNA-1273,DrugBank,https://www.drugbank.ca/covid-19,investigational,Experimental Unapproved Treatments for COVID-19,
DB09104,Magnesium hydroxide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other urologicals,
DB09145,Water,DrugBank,https://www.drugbank.ca/covid-19,approved,Diluents,
DB15623,TMC-310911,DrugBank,https://www.drugbank.ca/covid-19,investigational,Anti-HIV Agents,"
Human immunodeficiency virus infection
"
DB01264,Darunavir,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiviral Agents,"
Human immunodeficiency virus infection
"
DB09065,Cobicistat,DrugBank,https://www.drugbank.ca/covid-19,approved,"Antivirals for treatment of HIV infections, combinations","
Human immunodeficiency virus infection
"
DB14845,Filgotinib,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Janus Kinase 1, antagonists & inhibitors",
DB15669,Fezolinetant,DrugBank,https://www.drugbank.ca/covid-19,investigational,Thiazoles,
DB15164,Apadamtase alfa,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB14851,Relatlimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,"
Haematological malignancy
Melanoma
Recurrent glioblastoma
Solid tumour/cancer
"
DB06636,Isavuconazonium,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antifungal Agents,
DB11759,Pevonedistat,DrugBank,https://www.drugbank.ca/covid-19,investigational,Cycloparaffins,
DB10341,Streptococcus pneumoniae type 33f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10334,Streptococcus pneumoniae type 17f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10329,Streptococcus pneumoniae type 10a capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10333,Streptococcus pneumoniae type 15b capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10330,Streptococcus pneumoniae type 11a capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10339,Streptococcus pneumoniae type 22f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10326,Streptococcus pneumoniae type 8 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10327,Streptococcus pneumoniae type 9n capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10331,Streptococcus pneumoniae type 12f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10338,Streptococcus pneumoniae type 20 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10323,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10335,Streptococcus pneumoniae type 18c capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB09877,Corynebacterium diphtheriae,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,
DB10319,Streptococcus pneumoniae type 1 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,approved,Actively Acquired Immunity,
DB10324,Streptococcus pneumoniae type 6b capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10328,Streptococcus pneumoniae type 9v capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10322,Streptococcus pneumoniae type 4 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10325,Streptococcus pneumoniae type 7f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10321,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10337,Streptococcus pneumoniae type 19a capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10340,Streptococcus pneumoniae type 23f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10336,Streptococcus pneumoniae type 19f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10332,Streptococcus pneumoniae type 14 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB10296,Streptococcus pneumoniae type 6a capsular polysaccharide diphtheria crm197 protein conjugate antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,
DB12678,Relamorelin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,"
Diabetic gastroparesis
"
DB15298,Ontamalimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB00410,Mupirocin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antibiotics,"
Bacterial infection
"
DB02325,Isopropyl alcohol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antiseptics and disinfectants,
DB14473,Beroctocog alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,
DB15528,Onasemnogene abeparvovec,DrugBank,https://www.drugbank.ca/covid-19,approved,Genetic Therapy,
DB00958,Carboplatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Ovarian cancer
"
DB15253,Bleselumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,
DB12952,Methylprednisone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Cytochrome P-450 Substrates,
DB08874,Fidaxomicin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antibiotics,"
Clostridium difficile associated diarrhea
"
DB00512,Vancomycin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinfective Agents,"
MRSA infection
Methicillin-resistant staphylococci infection
"
DB01072,Atazanavir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anti-HIV Agents,"
Human immunodeficiency virus infection
"
